PKR,212.74,65.08,-93.44,65.78,Poker Flat,1,GIMA,,,,
PNL,303.82,16.68,23.75,21.14,Pantanal,1,GFZ,,,,
PNT,289.1,-53.2,3.24,-39.23,Puerto Natales,1,SAMBA,,,,
PPI,131.73,42.98,-154.7,36.67,Popov Island,1,210MM,,,,
PPT,210.42,-17.57,-73.7,-16.22,Pamatai,1,INTERMAGNET,,,,
PRG,76.23,-69.23,97.38,-74.88,Progress,1,AARI,,,,
PST,302.11,-51.7,11.06,-38.96,Port Stanley,2,BGS,INTERMAGNET,,,
PTN,109.25,-0.05,-178.1,-8.49,Pontianak,1,210MM,,,,
PUT,290.5,-18.33,2.23,-5.15,Putre,1,SAMBA,,,,
QSB,35.64,33.87,108.05,27.54,Qsaybeh,1,INTERMAGNET,,,,
RAL,256.32,58.22,-40.08,67,Rabbit Lake,1,CARISMA,,,,
RAN,267.89,62.82,-23.12,72.45,Rankine Inlet,3,CARISMA,THEMIS,CANOPUS,,
RED,246.16,52.14,-51.96,59.25,Red Deer,1,AUTUMN,,,,
RES,265.11,74.69,-35.54,82.93,Resolute Bay,2,CANMOS,INTERMAGNET,,,
RIK,143.76,43.48,-143.7,36.64,Rikubetsu,1,210MM,,,,
RNC,12.08,43.97,86.87,37.77,Ranchio,2,SEGMA,EMMA,,,
ROE,8.55,55.17,86.8,51.86,Roemoe,2,DTUSpace,TROMSOE,,,
ROT,245.87,51.07,-52.01,58.1,Rothney,1,AUTUMN,,,,
RPB,273.8,66.5,-13.45,75.97,Repulse Bay,1,MACCS,,,,
RSV,12.45,55.85,90.29,52.51,Rude Skov,1,INTERMAGNET,,,,
RVK,10.99,64.94,93.27,62.61,Roervik,2,TROMSOE,IMAGE,,,
S01,13.36,64.37,94.84,61.87,Nordli,1,SAMNET,,,,
SAH,234.77,71.98,-78.98,76.44,Sachs Harbour,1,CARISMA,,,,
SAS,253.6,52.8,-42.49,61.22,Saskatoon,1,AUTUMN,,,,
SBA,166.78,-77.85,-31.24,-79.94,Scott Base,1,INTERMAGNET,,,,
SBL,299.99,43.93,22.7,50.53,Sable Carrigan,2,BGS,INTERMAGNET,,,
SCO,338.03,70.48,71.82,71.63,Ittoqqortoormiit,1,DTUSpace,,,,
SER,288.87,-30,0.65,-16.22,La Serena,1,SAMBA,,,,
SFS,354.06,36.67,70.52,27.11,San Fernando,1,INTERMAGNET,,,,
SHE,354.27,-15.95,63.7,-25.71,St. Helena,1,GFZ,,,,
SHU,199.54,55.38,-99.74,53.29,Shumagin,2,INTERMAGNET,USGS,,,
SIT,224.67,57.07,-77.84,59.89,Sitka,2,INTERMAGNET,USGS,,,
SJG,293.85,18.11,11.85,26.75,San Juan,2,INTERMAGNET,USGS,,,
SKT,307.1,65.42,37.22,71.43,Maniitsoq,1,DTUSpace,,,,
SMA,334.87,36.99,55.49,30.34,Santa Maria/Azoren,1,GFZ,,,,
SMI,248.05,60.02,-52.29,67.47,Fort Smith,2,CARISMA,THEMIS,,,
SOD,26.63,67.37,107.33,64.41,Sodankyla,3,IMAGE,EMMA,INTERMAGNET,,
SOL,4.84,61.08,86.25,58.82,Solund,2,TROMSOE,IMAGE,,,
SON,66.44,25.12,139.81,19.36,Sonmiani,1,INTERMAGNET,,,,
SOR,22.22,70.54,106.04,67.8,Soeroeya,2,TROMSOE,IMAGE,,,
SPA,0,-90,19.56,-74.19,South Pole Station,1,PENGUIN,,,,
SPT,355.65,39.55,72.25,31.31,San Pablo Toledo,1,INTERMAGNET,,,,
STF,309.28,67.02,40.87,72.64,Kangerlussuaq,1,DTUSpace,,,,
STJ,307.32,47.6,31.64,52.6,St Johns,2,CANMOS,INTERMAGNET,,,
SUA,26.25,45.32,99.92,40.18,Surlari,2,GFZ,INTERMAGNET,,,
SUT,20.67,-32.4,86.49,-40.66,Sutherland,1,EMMA,,,,
SUW,23.18,54.01,98.95,50.21,Suwalki,1,EMMA,,,,
SVS,294.9,76.02,32.87,83,Savissivik,1,DTUSpace,,,,
SZC,19.61,52.91,95.51,48.97,Szczechowo,1,EMMA,,,,
T03,247.02,50.37,-50.4,57.6,Vulcan,1,CARISMA,,,,
T15,275.66,46.24,-10.08,56.45,Bay Mills,1,THEMIS,,,,
T16,240.2,39.19,-55.49,44.77,Carson City,1,THEMIS,,,,
T17,287.87,44.95,7.22,54.06,Derby,1,THEMIS,,,,
T18,259.32,46.09,-33.52,55.29,Fort Yates,1,THEMIS,,,,
T19,245.33,47.61,-51.74,54.45,Hot Springs,1,THEMIS,,,,
T20,281.62,40.18,-1.88,50.1,Loysburg,1,THEMIS,,,,
T21,257.41,43.08,-35.69,51.96,Pine Ridge,1,THEMIS,,,,
T22,226.84,56.83,-75.54,60.09,Petersburg,1,THEMIS,,,,
T23,274.86,43.66,-11.31,53.91,Remus,1,THEMIS,,,,
T24,271.4,44.78,-16.31,55,Shawano,1,THEMIS,,,,
T25,241.07,45.14,-56.04,51.06,Ukiah,1,THEMIS,,,,
T26,242.15,34.2,-52.21,40.03,San Gabriel,1,THEMIS,,,,
T27,242.32,34.38,-52.06,40.25,Table Mountain,1,THEMIS,,,,
T28,299.5,53.3,23.61,60.49,Goose Bay,1,THEMIS,,,,
T29,291.8,58.3,14.58,66.87,Kuujjuaq,1,THEMIS,,,,
T30,285.6,49.8,4.57,59.24,Chibougamau,1,THEMIS,,,,
T31,280.8,56.5,-1.92,66.31,Sanikiluaq,1,CANMOS,,,,
T32,277.7,49.4,-6.97,59.52,Kapuskasing,1,THEMIS,,,,
T33,259.1,54,-35.04,63.21,Flin Flon/The Pas,1,THEMIS,,,,
T34,249.3,64.7,-53.01,72.17,Ekati,1,THEMIS,,,,
T35,249.1,63.6,-52.64,71.1,Snap Lake,1,THEMIS,,,,
T36,246.69,54.71,-52.09,61.95,Athabasca,2,THEMIS,AUTUMN,,,
T37,237.2,53.8,-63.14,59.16,Prince George,1,THEMIS,,,,
T38,224.8,61,-79.67,63.93,White Horse,2,THEMIS,AUTUMN,,,
T39,209.8,62.3,-94.24,62.37,Trapper Creek,1,THEMIS,,,,
T40,204.4,63,-99.16,62.16,McGrath,1,THEMIS,,,,
T41,199.6,67,-105.55,65.62,Kiana,1,THEMIS,,,,
T42,254.84,55.15,-41.35,63.76,La Ronge,2,THEMIS,AUTUMN,,,
T43,245.7,50.9,-52.17,57.9,Priddis,1,THEMIS,,,,
TAB,291.18,76.54,27.24,83.89,Thule Air Base,1,DTUSpace,,,,
TAL,266.45,69.54,-27.95,78.51,Taloyoak,1,CARISMA,,,,
TAM,5.53,22.79,78.97,8.92,Tamanrasset,1,INTERMAGNET,,,,
TAN,47.55,-18.92,117.81,-28.38,Antananarivo,1,INTERMAGNET,,,,
TAR,26.46,58.26,103.11,54.88,Tartu,2,IMAGE,EMMA,,,
TDC,347.69,-37.1,49.99,-39.8,Tristan de Cunha,4,DTUSpace,INTERMAGNET,TROMSOE,,
TEO,260.82,19.75,-29.37,28.8,Teoloyucan,1,INTERMAGNET,,,,
THL,290.77,77.47,29.24,84.72,Qaanag,2,DTUSpace,INTERMAGNET,,,
THY,17.54,46.9,92.25,41.72,Tihany,2,INTERMAGNET,EMMA,,,
TIK,129,71.58,-161.29,66.7,Tixie,5,RAPIDMAG,GIMA,210MM,,
TKT,69.62,41.33,142.86,36.91,Tashkent,1,Unknown,,,,
TLK,209.9,63.3,-94.74,63.43,Talkeetna,1,GIMA,,,,
TND,124.95,1.29,-162.62,-6.78,Tondano,1,INTERMAGNET,,,,
TOL,355.95,39.88,72.55,31.79,Toledo,1,Unknown,,,,
TRO,18.94,69.66,102.77,67.07,Tromso,2,TROMSOE,IMAGE,,,
TRP,150.24,62.67,-140.57,57.23,Trapper,1,GIMA,,,,
TRW,294.68,-43.25,5.38,-29.98,Trelew,1,INTERMAGNET,,,,
TSU,17.7,-19.22,88.13,-30.5,Tsumeb,2,INTERMAGNET,EMMA,,,
TUC,249.27,32.17,-43.96,39.32,Tucson,2,INTERMAGNET,USGS,,AARI,INTERMAGNET
TUL,264.22,35.92,-26.09,45.65,Tulsa,1,Unknown,,,,
UMQ,307.87,70.68,42.58,76.38,Uummannaq,1,DTUSpace,,,,
UPN,303.85,72.78,40.2,78.93,Upernavik,1,DTUSpace,,,,
UPS,17.35,59.9,95.95,56.88,Uppsala,3,IMAGE,SAMNET,INTERMAGNET,,
USC,278.54,33.34,-6.68,43.65,U of South Carolina,1,MEASURE,,,,
VAL,349.75,51.93,70.41,49.13,Valentia,1,INTERMAGNET,,,,
VIC,236.58,48.52,-62.05,53.62,Victoria,2,CANMOS,INTERMAGNET,,,
VIZ,76.98,79.48,156.12,74.7,Vieze Island,1,AARI,,,,
VLD,286.86,-39.48,-0.16,-25.61,Valdivia,1,SAMBA,,,,
VLO,282.24,48.19,-0.38,58,Val-dOr,1,AUTUMN,,,,
VOS,106.87,-78.45,54.41,-83.54,Vostok,2,INTERMAGNET,AARI,,,
VRE,292.38,-17.28,3.97,-4.53,Villa Remedios,1,GFZ,,,,
VSS,316.35,-22.4,23.72,-18.53,Vassouras,2,INTERMAGNET,GFZ,,,
VYH,18.84,48.49,93.75,43.71,Vyhne,1,EMMA,,,,
WEP,141.88,-12.68,-144.4,-21.33,Weipa,1,210MM,,,,
WEW,143.62,-3.55,-143.4,-11.75,Wewak,1,210MM,,,,
WHS,264.75,49.8,-26.24,59.63,Whiteshell,1,CANMOS,,,,
WIC,15.52,47.55,90.6,42.48,Conrad Observatorium,1,EMMA,,,,
WMQ,87.71,43.81,161.14,39.23,Urumqi,1,INTERMAGNET,,,,
WNG,9.07,53.75,86.75,50.15,Wingst,2,GFZ,INTERMAGNET,,,
WTK,112.63,-7.56,-174.68,-16.5,Watukosek,1,210MM,,,,
YAK,129.72,60.02,-157.4,54.88,Yakutsk,3,GFZ,210MM,INTERMAGNET,,
YAP,138.5,9.3,-149.26,1.24,Yap,1,210MM,,,,
YKC,245.52,62.48,-56.85,69.42,Yellowknife,2,CANMOS,INTERMAGNET,,,
YMK,130.62,31.19,-156.28,24.26,Yamakawa,1,210MM,,,,
YOR,358.95,53.95,78.49,50.9,York,1,SAMNET,,,,
YSS,142.72,46.95,-144.67,40.38,Yuzhno Sakhalinsk,1,AARI,,,,
ZAG,20.58,50.28,95.7,45.89,Zagorzyce,1,EMMA,,,,
ZGN,123.26,66.75,-164.56,62.01,Zhigansk,1,210MM,,,,
ZYK,150.78,65.75,-141.24,60.54,Zyryanka,1,210MM,,,,
